Job title,Age,Industry,Salary,Bonus,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
financial systems manager,25-34,law,115000.0,3000.0,118000.0,United States,Minnesota,Minneapolis,8 - 10 years,2 - 4 years,College degree,Woman,White
administrative support assistant,45-54,nonprofits,55000.0,0.0,55000.0,United States,District of Columbia,Washington,21 - 30 years,5-7 years,College degree,Woman,White
associate attorney,35-44,law,70000.0,0.0,70000.0,United States,Oregon,Portland,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
lead product owner,25-34,computing or tech,85000.0,500.0,85500.0,United States,Oregon,Portland,11 - 20 years,11 - 20 years,College degree,Woman,White
litigation manager,25-34,law,72500.0,2000.0,74500.0,United States,Virginia,Richmond,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
hr manager,25-34,recruitment or hr,86000.0,0.0,64360.79874599605,Canada,Other,Toronto,8 - 10 years,5-7 years,College degree,Woman,White
talent acquisition coordinator,25-34,recruitment or hr,50000.0,2000.0,52000.0,United States,Illinois,Chicago,8 - 10 years,1 year or less,College degree,Woman,"Asian or Asian American, White"
managing editor,25-34,media & digital,85000.0,0.0,85000.0,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White
website coordinator,35-44,art & design,70000.0,5000.0,75000.0,United States,New York,New York City,11 - 20 years,8 - 10 years,Master's degree,Woman,White
senior research analyst,35-44,insurance,52000.0,5000.0,57000.0,United States,New Mexico,Albuquerque,5-7 years,5-7 years,Master's degree,Woman,White
senior corporate counsel,35-44,computing or tech,115000.0,11500.0,126500.0,United States,Kansas,Kansas City,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
graphic designer,18-24,art & design,45000.0,0.0,45000.0,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,White
director,35-44,"accounting, banking & finance",133000.0,25000.0,158000.0,United States,Pennsylvania,Chester County,11 - 20 years,5-7 years,Master's degree,Man,White
accountant,45-54,education (higher education),53000.0,0.0,53000.0,United States,Virginia,Newport News,11 - 20 years,5-7 years,College degree,Woman,White
librarian,25-34,government and public administration,45000.0,0.0,45000.0,United States,Texas,Austin,5-7 years,2 - 4 years,Master's degree,Woman,White
aftermarket sales manager,35-44,sales,51480.0,2500.0,53980.0,United States,Oregon,Portland,8 - 10 years,8 - 10 years,Some college,Woman,White
senior director of client services,35-44,computing or tech,165000.0,1000.0,166000.0,United States,Pennsylvania,York,21 - 30 years,21 - 30 years,Some college,Man,White
conventional mortgage underwriter ,25-34,"accounting, banking & finance",72000.0,13000.0,85000.0,United States,New York,Fully Remote,8 - 10 years,5-7 years,College degree,Woman,White
development coordinator,45-54,nonprofits,50000.0,0.0,37419.069038369795,Canada,Other,Virtual role,21 - 30 years,8 - 10 years,College degree,Woman,White
director of resource management & discovery,25-34,education (higher education),76000.0,0.0,76000.0,United States,Missouri,Springfield,8 - 10 years,8 - 10 years,Master's degree,Woman,White
assistant branch manager,25-34,"accounting, banking & finance",49150.0,4000.0,53150.0,United States,Iowa,Des Moines,5-7 years,2 - 4 years,College degree,Woman,White
attorney ,35-44,law,143000.0,3000.0,146000.0,United States,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
associate director of operations,25-34,nonprofits,70000.0,0.0,70000.0,United States,California,San Francisco,11 - 20 years,8 - 10 years,College degree,Woman,White
program specialist senior,25-34,health care,77000.0,0.0,77000.0,United States,Oregon,Portland,5-7 years,5-7 years,Master's degree,Woman,White
program management department manager,35-44,engineering or manufacturing,99850.0,0.0,99850.0,United States,Michigan,Novi,11 - 20 years,11 - 20 years,College degree,Woman,White
director of marketing,35-44,government and public administration,96763.0,0.0,96763.0,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman,White
global communications manager,35-44,health care,87500.0,14000.0,101500.0,United States,New York,Albany,11 - 20 years,11 - 20 years,Master's degree,Woman,White
proofreader/typesetter,55-64,government and public administration,106000.0,10000.0,116000.0,United States,District of Columbia,"Washington, DC",31 - 40 years,11 - 20 years,Some college,Woman,White
associate,25-34,law,80000.0,0.0,80000.0,United States,Ohio,Westerville,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
senior research program manager,45-54,health care,97000.0,0.0,97000.0,United States,Texas,Houston,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
risk manager,25-34,"accounting, banking & finance",92000.0,9000.0,101000.0,United States,South Carolina,Greenville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
counsel,35-44,government and public administration,168800.0,15000.0,183800.0,United States,Ohio,Cleveland,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
human resources generalist,35-44,utilities & telecommunications,47090.0,5000.0,52090.0,United States,Pennsylvania,"Bethlehem, PA",21 - 30 years,5-7 years,College degree,Woman,White
applications developer,55-64,utilities & telecommunications,112400.0,11000.0,123400.0,United States,Texas,Dallas,31 - 40 years,21 - 30 years,College degree,Man,White
member service associate,18-24,"accounting, banking & finance",24960.0,0.0,24960.0,United States,Kentucky,Lexington,1 year or less,1 year or less,Some college,Man,White
marketing & communications manager,35-44,education (higher education),61000.0,0.0,61000.0,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,Master's degree,Woman,White
software engineering manager,25-34,computing or tech,203000.0,0.0,203000.0,United States,California,San Francisco Bay Area,8 - 10 years,8 - 10 years,College degree,Man,White
gis analyst,35-44,government and public administration,57477.0,0.0,57477.0,United States,Colorado,Denver,8 - 10 years,8 - 10 years,College degree,Woman,White
director of programs,35-44,nonprofits,100040.0,0.0,100040.0,United States,Washington,Seattle,11 - 20 years,2 - 4 years,College degree,Man,"Asian or Asian American, Hispanic, Latino, or Spanish origin"
website designer/developer,25-34,computing or tech,45000.0,0.0,45000.0,United States,Illinois,Springfield,5-7 years,2 - 4 years,College degree,Woman,White
internal auditor,45-54,"accounting, banking & finance",55000.0,0.0,55000.0,United States,Kentucky,Other,21 - 30 years,8 - 10 years,Master's degree,Woman,White
program director,35-44,nonprofits,100000.0,0.0,100000.0,United States,District of Columbia,Washington DC,11 - 20 years,8 - 10 years,Master's degree,Woman,White
general accounting manager,55-64,"accounting, banking & finance",90000.0,0.0,90000.0,United States,Pennsylvania,Saxonburg,31 - 40 years,31 - 40 years,College degree,Woman,White
teacher,25-34,education (primary/secondary),48475.0,1500.0,49975.0,United States,Texas,Brownsville,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
analyst,25-34,transport or logistics,88000.0,0.0,88000.0,United States,District of Columbia,Washington,8 - 10 years,5-7 years,Master's degree,Woman,White
nurse practitioner ,35-44,health care,210000.0,0.0,210000.0,United States,New York,Rochester,5-7 years,11 - 20 years,Master's degree,Woman,White
digital partnerships,45-54,entertainment,40000.0,5000.0,55915.834021703464,United Kingdom,Other,London,21 - 30 years,21 - 30 years,College degree,Woman,White
associate attorney,25-34,law,65000.0,0.0,65000.0,United States,Oregon,Rural Area,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
analyst,25-34,business or consulting,65000.0,0.0,71376.5,Germany,Other,Berlin,2 - 4 years,2 - 4 years,College degree,Woman,White
marketing manager,25-34,engineering or manufacturing,100000.0,0.0,100000.0,United States,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,College degree,Woman,White
user researcher,25-34,computing or tech,158000.0,0.0,158000.0,United States,New York,New York City,5-7 years,5-7 years,Master's degree,Woman,White
senior software engineer,35-44,computing or tech,85000.0,12000.0,120529.68666900524,United Kingdom,Other,London,11 - 20 years,11 - 20 years,College degree,Man,White
fulfillment quality specialist,35-44,transport or logistics,64000.0,3000.0,67000.0,United States,Minnesota,Minneapolis,8 - 10 years,5-7 years,College degree,Woman,White
sr. human resources generalist,25-34,recruitment or hr,71760.0,0.0,71760.0,United States,Ohio,Dublin,5-7 years,5-7 years,College degree,Woman,White
mental health counselor,35-44,education (higher education),36000.0,0.0,36000.0,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,Master's degree,Man,White
wellbeing coach,45-54,coaching,44000.0,0.0,44000.0,United States,Maryland,Baltimore,21 - 30 years,11 - 20 years,Master's degree,Woman,White
director of client services,35-44,law,154000.0,20000.0,174000.0,United States,Georgia,Atlanta,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
"psychotherapist, licensed master social worker",25-34,social work,60000.0,0.0,60000.0,United States,New York,New York City,5-7 years,5-7 years,Master's degree,Woman,"Black or African American, White"
assistant director of admission,25-34,education (higher education),54500.0,0.0,54500.0,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,White
project coordinator,25-34,media & digital,48000.0,0.0,48000.0,United States,Minnesota,Saint Paul,5-7 years,5-7 years,College degree,Woman,White
systems administrator,25-34,public library,82700.0,0.0,82700.0,United States,Ohio,Worthington,5-7 years,5-7 years,College degree,Man,White
power system engineer (consultant),25-34,engineering or manufacturing,105000.0,20000.0,125000.0,United States,California,Folsom,2 - 4 years,2 - 4 years,PhD,Man,White
associate,35-44,law,125000.0,0.0,125000.0,United States,Nevada,Las Vegas,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
software engineer,25-34,computing or tech,110000.0,0.0,110000.0,United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,College degree,Man,White
hardware engineer,35-44,engineering or manufacturing,157000.0,80000.0,237000.0,United States,California,Sunnyvale,8 - 10 years,8 - 10 years,PhD,Woman,White
program coordinator,25-34,nonprofits,44137.0,1000.0,45137.0,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,Master's degree,Woman,White
hr & payroll business partner,35-44,transport or logistics,30000.0,0.0,37277.222681135645,United Kingdom,Other,Swindon,11 - 20 years,2 - 4 years,High School,Woman,White
business analyst,55-64,"accounting, banking & finance",85000.0,9000.0,94000.0,United States,Minnesota,Apple Valley,31 - 40 years,11 - 20 years,College degree,Woman,White
cost estimator,35-44,engineering or manufacturing,60200.0,0.0,60200.0,United States,New York,Long Island,5-7 years,5-7 years,College degree,Man,White
executive director,45-54,nonprofits,67100.0,1000.0,68100.0,United States,Pennsylvania,Horsham,11 - 20 years,8 - 10 years,Master's degree,Woman,White
compliance officer,25-34,education (higher education),73000.0,1000.0,74000.0,United States,Texas,College Station,11 - 20 years,8 - 10 years,College degree,Woman,White
assistant professor,25-34,education (higher education),94500.0,16000.0,110500.0,United States,New York,New York City,8 - 10 years,8 - 10 years,PhD,Woman,White
registrar,25-34,nonprofits,44000.0,0.0,44000.0,United States,Michigan,Ann Arbor,8 - 10 years,8 - 10 years,Master's degree,Woman,White
environmental services operations manager,18-24,health care,51000.0,1000.0,52000.0,United States,Ohio,Columbus,2 - 4 years,2 - 4 years,Some college,Woman,White
program manager,35-44,education (higher education),72000.0,0.0,72000.0,United States,Ohio,Columbus,11 - 20 years,11 - 20 years,Master's degree,Woman,White
marketing manager,25-34,media & digital,115000.0,15000.0,130000.0,United States,Connecticut,Hartford,8 - 10 years,5-7 years,Master's degree,Woman,White
administrator ,25-34,"accounting, banking & finance",24000.0,0.0,29821.778144908512,United Kingdom,Other,Bristol,8 - 10 years,5-7 years,Some college,Woman,White
computer scientist,45-54,computing or tech,97800.0,3000.0,100800.0,United States,Massachusetts,Canton,21 - 30 years,21 - 30 years,College degree,Woman,White
grant manager,55-64,education (higher education),81000.0,0.0,81000.0,United States,Washington,Seattle,21 - 30 years,11 - 20 years,College degree,Man,White
tax accountant,25-34,"accounting, banking & finance",60000.0,0.0,60000.0,United States,Alabama,Birmingham,2 - 4 years,2 - 4 years,Master's degree,Woman,White
it manager,55-64,engineering or manufacturing,135000.0,20000.0,155000.0,United States,Washington,Puyallup,41 years or more,21 - 30 years,Master's degree,Man,White
senior executive assistant,45-54,utilities & telecommunications,93000.0,7000.0,100000.0,United States,Washington,Bellevue,31 - 40 years,21 - 30 years,Some college,Woman,White
program manager,25-34,computing or tech,148422.0,20000.0,168422.0,United States,Washington,Seattle,5-7 years,2 - 4 years,College degree,Woman,White
administrative coordinator,25-34,education (higher education),39520.0,0.0,39520.0,United States,California,Los Angeles,5-7 years,2 - 4 years,Some college,Woman,Asian or Asian American
"engineer, risk management",45-54,computing or tech,108000.0,6000.0,114000.0,United States,North Carolina,Raleigh,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
senior relationship manager ,35-44,"accounting, banking & finance",116000.0,75000.0,191000.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman,White
policy advisor,35-44,government and public administration,87500.0,0.0,65483.370817147144,Canada,Other,Montreal,11 - 20 years,11 - 20 years,Master's degree,Woman,White
