Job title,Age,Industry,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
writer,25-34,"marketing, advertising & pr",52000.0,United States,Texas,Austin,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
business systems analyst,35-44,education (higher education),85634.0,United States,California,Santa Cruz,21 - 30 years,11 - 20 years,College degree,Woman,White
software engineer,35-44,computing or tech,136000.0,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,White
president,35-44,"marketing, advertising & pr",140000.0,United States,Oklahoma,Oklahoma City,11 - 20 years,11 - 20 years,College degree,Woman,White
account manager,45-54,"marketing, advertising & pr",80000.0,United States,Washington,Seattle,11 - 20 years,1 year or less,College degree,Woman,White
software engineer,25-34,computing or tech,125000.0,United States,Colorado,Denver,5-7 years,5-7 years,College degree,Woman,White
program manager,25-34,computing or tech,99000.0,United States,North Carolina,Raleigh,5-7 years,2 - 4 years,College degree,Man,"Asian or Asian American, White"
environmental scientist,25-34,environmental ,54500.0,United States,Florida,Jacksonville,2 - 4 years,2 - 4 years,College degree,Man,White
reporting administrator,25-34,"accounting, banking & finance",45300.0,United States,Illinois,Chicago Suburbs,5-7 years,5-7 years,College degree,Woman,White
senior financial analyst ,25-34,education (higher education),73500.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,White
special education teacher,25-34,education (primary/secondary),60299.0,United States,Minnesota,Minneapolis,5-7 years,5-7 years,Master's degree,Woman,White
account manager,25-34,sales,150000.0,United States,Texas,Midland,11 - 20 years,8 - 10 years,College degree,Man,White
partner,45-54,law,96000.0,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
data scientist,35-44,computing or tech,121986.16506508552,Canada,Other,"Toronto, ON",21 - 30 years,21 - 30 years,College degree,Man,Asian or Asian American
product design ,25-34,computing or tech,183000.0,United States,District of Columbia,DC,8 - 10 years,5-7 years,Master's degree,Woman,White
analyst ,18-24,"accounting, banking & finance",52188.111753589896,United Kingdom,Other,London,2 - 4 years,1 year or less,Master's degree,Woman,Asian or Asian American
classroom teacher,45-54,education (primary/secondary),53500.0,United States,Georgia,Cumming,21 - 30 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
epidemiologist,25-34,government and public administration,55550.0,United States,Michigan,Lansing,2 - 4 years,1 year or less,Master's degree,Woman,White
director of marketing and communications,25-34,nonprofits,55000.0,United States,Nevada,Las Vegas,5-7 years,5-7 years,College degree,Woman,White
software engineer,18-24,computing or tech,103000.0,United States,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,College degree,Woman,White
program manager,25-34,social work,60000.0,United States,New Jersey,Gloucester,8 - 10 years,2 - 4 years,Master's degree,Woman,White
software engineer ii,25-34,computing or tech,140000.0,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Man,White
software developer,18-24,computing or tech,95000.0,United States,Wisconsin,Madison,1 year or less,1 year or less,College degree,Woman,White
rn,45-54,health care,42500.0,United States,South Dakota,Rapid City,21 - 30 years,21 - 30 years,College degree,Woman,White
research scientist,25-34,government and public administration,78832.0,United States,Wisconsin,Madison,5-7 years,5-7 years,Master's degree,Man,White
research lab manager,25-34,research,63000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White
senior financial analyst,25-34,"accounting, banking & finance",107100.0,United States,Florida,Tampa,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
project manager,25-34,engineering or manufacturing,170000.0,United States,Texas,Midland,8 - 10 years,8 - 10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
quality assurance manager,25-34,nonprofits,62128.7044685594,United Kingdom,Other,St Albans,5-7 years,5-7 years,Master's degree,Woman,White
project engineer ,25-34,property or construction,87675.0,United States,Virginia,Richmond,5-7 years,2 - 4 years,College degree,Woman,White
director of hr,35-44,health care,125400.0,United States,Tennessee,Brentwood,11 - 20 years,11 - 20 years,College degree,Woman,White
data scientist,25-34,computing or tech,175000.0,United States,Texas,Austin,1 year or less,1 year or less,PhD,Man,White
administrative assistant,25-34,nonprofits,43680.0,United States,California,San Francisco,5-7 years,1 year or less,College degree,Woman,Asian or Asian American
hydrologic technician,25-34,government and public administration,41000.0,United States,South Carolina,Charleston,2 - 4 years,2 - 4 years,College degree,Woman,White
director of technology,45-54,"architecture, engineering, construction",157000.0,United States,North Carolina,Raleigh Durham,11 - 20 years,8 - 10 years,Master's degree,Man,Asian or Asian American
data analyst,25-34,education (higher education),47000.0,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College degree,Man,White
associate attorney,35-44,law,88000.0,United States,Florida,Tallahassee,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
editor ,35-44,government and public administration,50515.743201799225,Canada,Other,Toronto,11 - 20 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
compliance manager,35-44,insurance,82000.0,United States,California,Redding,11 - 20 years,11 - 20 years,College degree,Woman,White
seo specialist,25-34,"marketing, advertising & pr",73000.0,United States,Oregon,Portland,8 - 10 years,8 - 10 years,College degree,Woman,White
science teacher,25-34,education (primary/secondary),70000.0,United States,California,Daly City,2 - 4 years,2 - 4 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
attorney,25-34,law,117000.0,United States,California,Los Angeles,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
administrative assistant,25-34,landscaping,48000.0,United States,Texas,Houston,2 - 4 years,2 - 4 years,College degree,Woman,White
economic analyst,25-34,utilities & telecommunications,74554.44536227129,United Kingdom,Other,London,1 year or less,1 year or less,PhD,Woman,White
it project manager,45-54,utilities & telecommunications,135200.0,United States,Washington,Seattle,21 - 30 years,21 - 30 years,Master's degree,Woman,White
director of programs,35-44,nonprofits,123000.0,United States,California,Oakland,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
senior reporter,25-34,media & digital,87000.0,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
production and workflow manager,35-44,nonprofits,40000.0,United States,Pennsylvania,Pittsburgh,11 - 20 years,2 - 4 years,College degree,Woman,Asian or Asian American
chief of staff,25-34,computing or tech,177000.0,United States,California,Bay Area,11 - 20 years,11 - 20 years,Master's degree,Woman,White
digital marketing manager,25-34,"marketing, advertising & pr",70000.0,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White
geologist ,25-34,environmental ,53000.0,United States,Maryland,Hanover,2 - 4 years,2 - 4 years,Master's degree,Man,White
nurse care manager (bsn),25-34,health care,65000.0,United States,Oklahoma,Oklahoma City,5-7 years,5-7 years,College degree,Woman,White
registered nurse,55-64,health care,64250.0,United States,North Carolina,Charlotte,11 - 20 years,8 - 10 years,Master's degree,Woman,White
marketing manager,25-34,utilities & telecommunications,52012.50596333401,Canada,Other,Halifax,5-7 years,5-7 years,College degree,Woman,White
social media manager,25-34,nonprofits,62000.0,United States,District of Columbia,Washington,5-7 years,5-7 years,College degree,Woman,White
proposal manager,35-44,education (higher education),105000.0,United States,Maryland,College Park,8 - 10 years,2 - 4 years,PhD,Woman,White
software engineer,25-34,computing or tech,104773.39330743544,Canada,Other,Edmonton,2 - 4 years,2 - 4 years,Some college,Man,White
engineering manager,25-34,engineering or manufacturing,84192.90533633204,Canada,Other,Toronto,5-7 years,5-7 years,College degree,Man,White
senior auditor,35-44,government and public administration,100000.0,United States,Arizona,Scottsdale,21 - 30 years,21 - 30 years,Master's degree,Man,White
associate consultant,25-34,business or consulting,62000.0,United States,Minnesota,Minneapolis,2 - 4 years,1 year or less,Master's degree,Man,Asian or Asian American
senior program manager,25-34,utilities & telecommunications,110000.0,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
contract administrator,25-34,property or construction,67000.0,United States,California,San Rafael,11 - 20 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
research associate,25-34,biotech,70416.0,United States,Massachusetts,Watertown,2 - 4 years,2 - 4 years,Master's degree,Woman,White
marketing coordinator,25-34,computing or tech,64000.0,United States,California,Orange County,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
education director,25-34,nonprofits,46000.0,United States,California,Los Angeles,8 - 10 years,8 - 10 years,Master's degree,Woman,White
senior embedded software engineer,35-44,computing or tech,128000.0,United States,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,Master's degree,Man,White
zoo keeper,25-34,agriculture or forestry,32320.0,United States,Maryland,Baltimore,5-7 years,5-7 years,College degree,Woman,White
director,35-44,Other,36000.0,United States,Georgia,Albany,11 - 20 years,11 - 20 years,College degree,Woman,"White, Another option not listed here or prefer not to answer"
analyst,25-34,hospitality & events,67000.0,United States,Kentucky,Louisville,8 - 10 years,5-7 years,Master's degree,Woman,White
teacher,35-44,education (primary/secondary),69770.0,United States,Ohio,Cincinnati,11 - 20 years,11 - 20 years,College degree,Woman,White
assistant director,25-34,education (higher education),67000.0,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,White
digital marketing coordinator,25-34,media & digital,31207.50357800041,Canada,Other,edmonton,2 - 4 years,1 year or less,College degree,Woman,White
client services representative,25-34,health care,29120.0,United States,North Carolina,Sanford,2 - 4 years,1 year or less,Master's degree,Woman,White
full stack developer,35-44,engineering or manufacturing,49702.96357484752,United Kingdom,Other,Milton Keynes,11 - 20 years,8 - 10 years,Master's degree,Woman,White
data analyst,25-34,education (higher education),60000.0,United States,Illinois,Chicago,5-7 years,2 - 4 years,Master's degree,Woman,White
principal sql developer,45-54,"marketing, advertising & pr",145000.0,United States,New York,New York City,21 - 30 years,21 - 30 years,College degree,Man,White
analyst,35-44,health care,63500.0,United States,Texas,Austin,8 - 10 years,5-7 years,College degree,Man,White
senior associate,25-34,business or consulting,130000.0,United States,District of Columbia,Washington D.C.,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
human resources manager,35-44,health care,54000.0,United States,Massachusetts,Seekonk,11 - 20 years,11 - 20 years,Master's degree,Woman,White
business analyst,25-34,government and public administration,52386.696653717714,Canada,Other,Vancouver,2 - 4 years,2 - 4 years,Master's degree,Woman,Another option not listed here or prefer not to answer
principal analyst,25-34,health care,129800.0,United States,California,Los Angeles,8 - 10 years,2 - 4 years,Master's degree,Woman,White
associate director of academics,25-34,education (higher education),86103.0,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman,White
assistant director,35-44,education (higher education),50000.0,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White
copy editor,25-34,media & digital,80000.0,United States,District of Columbia,"Washington, DC",5-7 years,5-7 years,College degree,Woman,White
physician assistant ,25-34,health care,95000.0,United States,Texas,Austin,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
financial analyst ,25-34,computing or tech,81500.0,United States,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Man,White
financial analyst ,25-34,computing or tech,81500.0,United States,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Man,White
